easting,northing,elev,conductivity
805756.6,7027070.9,375.2,15.820279999999999
805756.6,7027070.9,354.7,14.54545
805756.6,7027070.9,331.4,15.43925
805756.6,7027070.9,304.9,18.463810000000002
805756.6,7027070.9,274.8,26.2605
805756.6,7027070.9,240.5,42.8449
805756.6,7027070.9,201.5,74.79432
805756.6,7027070.9,157.1,120.07685
805756.6,7027070.9,106.6,
805756.6,7027070.9,49.1,
805756.6,7027070.9,-16.3,
805756.6,7027070.9,-90.8,
805754.4,7027105.0,509.4,26.55337
805754.4,7027105.0,507.4,30.60912
805754.4,7027105.0,505.1,39.41663
805754.4,7027105.0,502.5,54.46623
805754.4,7027105.0,499.6,71.53076
805754.4,7027105.0,496.2,80.19246
805754.4,7027105.0,492.4,82.71299
805754.4,7027105.0,488.1,88.18342
805754.4,7027105.0,483.2,95.60229
805754.4,7027105.0,477.6,97.37098
805754.4,7027105.0,471.2,95.60229
805754.4,7027105.0,463.9,99.7009
805754.4,7027105.0,455.6,104.5697
805754.4,7027105.0,446.2,98.13543
805754.4,7027105.0,435.5,67.75068
805754.4,7027105.0,423.3,36.54971
805754.4,7027105.0,409.4,22.56318
805754.4,7027105.0,393.6,17.09402
805754.4,7027105.0,375.6,16.750420000000002
805754.4,7027105.0,355.1,14.77105
805754.4,7027105.0,331.8,15.70105
805754.4,7027105.0,305.3,17.93079
805754.4,7027105.0,275.2,25.075229999999998
805754.4,7027105.0,240.9,40.86637
